date,state,location,city_or_county,cases_total,cases_white,cases_black,cases_latinx,cases_asian,cases_aian,cases_hnpi,cases_multiracial,cases_other,cases_unknown,cases_ethnicity_hispanic,cases_ethnicity_nonhispanic,cases_ethnicity_unknown,deaths_total,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_aian,deaths_hnpi,deaths_multiracial,deaths_other,deaths_unknown,deaths_ethnicity_hispanic,deaths_ethnicity_nonhispanic,deaths_ethnicity_unknown,case_fatality_rate,daily_new_cases,daily_percentincr_cases,weekly_new_cases,weekly_percentincr_cases,daily_new_deaths,daily_percentincr_deaths,weekly_new_deaths,weekly_percentincr_deaths
8/18/2020,FL,Alachua County,County,4713,1582,1416,,,,,,549,1108,546,2777,1332,30,15,12,,,,,,2,0,0,29,0,0.64,43,0.92,467,11,0,0,3,11.11
8/19/2020,FL,Alachua County,County,4759,1596,1436,,,,,,560,1108,554,2832,1314,32,16,12,,,,,,2,1,0,30,1,0.67,46,0.98,450,10.44,2,6.67,5,18.52
8/20/2020,FL,Alachua County,County,4813,1613,1454,,,,,,563,1123,557,2858,1338,32,16,12,,,,,,2,1,0,30,1,0.66,54,1.13,422,9.61,0,0,5,18.52
8/21/2020,FL,Alachua County,County,4865,1634,1463,,,,,,570,1138,564,2884,1357,32,16,12,,,,,,2,1,0,30,1,0.66,52,1.08,382,8.52,0,0,4,14.29
8/22/2020,FL,Alachua County,County,4919,1669,1481,,,,,,581,1128,571,2930,1358,32,16,12,,,,,,2,1,0,30,1,0.65,54,1.11,375,8.25,0,0,3,10.34
8/23/2020,FL,Alachua County,County,4950,1684,1497,,,,,,585,1123,574,2946,1369,32,16,12,,,,,,2,1,0,30,1,0.65,31,0.63,321,6.93,0,0,3,10.34
8/24/2020,FL,Alachua County,County,4981,1694,1511,,,,,,588,1128,577,2961,1383,32,16,12,,,,,,2,1,0,30,1,0.64,31,0.63,311,6.66,0,0,2,6.67
8/25/2020,FL,Alachua County,County,5023,1717,1525,,,,,,590,1131,581,2990,1392,32,16,12,,,,,,2,1,0,30,1,0.64,42,0.84,310,6.58,0,0,2,6.67
8/26/2020,FL,Alachua County,County,5053,1743,1538,,,,,,589,1122,589,3021,1382,32,16,12,,,,,,2,1,0,30,1,0.63,30,0.6,294,6.18,0,0,0,0
8/27/2020,FL,Alachua County,County,5082,1764,1554,,,,,,597,1106,600,3056,1365,32,16,12,,,,,,2,1,0,30,1,0.63,29,0.57,269,5.59,0,0,0,0
8/28/2020,FL,Alachua County,County,5117,1785,1561,,,,,,602,1107,602,3089,1364,32,16,12,,,,,,2,1,0,30,1,0.63,35,0.69,252,5.18,0,0,0,0
9/7/2020,FL,Alachua County,County,5633,2040,1661,,,,,,658,1202,665,3416,1480,34,17,13,,,,,,2,1,0,32,1,0.6,51,0.91,437,8.41,0,0,0,0
9/8/2020,FL,Alachua County,County,5722,2077,1671,,,,,,670,1230,667,3456,1525,34,17,13,,,,,,2,1,0,32,1,0.59,89,1.58,471,8.97,0,0,0,0
9/9/2020,FL,Alachua County,County,5812,2119,1678,,,,,,680,1257,679,3504,1551,34,17,13,,,,,,2,1,0,32,1,0.58,90,1.57,509,9.6,0,0,0,0
9/10/2020,FL,Alachua County,County,5898,2189,1693,,,,,,688,1247,694,3578,1545,37,18,15,,,,,,2,1,0,35,1,0.63,86,1.48,553,10.35,3,8.82,3,8.82
9/11/2020,FL,Alachua County,County,6029,2274,1701,,,,,,698,1270,707,3668,1568,41,20,17,,,,,,2,1,1,38,1,0.68,131,2.22,620,11.46,4,10.81,7,20.59
9/12/2020,FL,Alachua County,County,6241,2393,1714,,,,,,725,1320,731,3789,1632,41,20,17,,,,,,2,1,1,38,1,0.66,212,3.52,743,13.51,0,0,7,20.59
9/13/2020,FL,Alachua County,County,6401,2483,1724,,,,,,739,1363,745,3881,1683,41,20,17,,,,,,2,1,1,38,1,0.64,160,2.56,819,14.67,0,0,7,20.59
9/14/2020,FL,Alachua County,County,6555,2568,1733,,,,,,750,1411,761,3944,1757,41,20,17,,,,,,2,1,1,38,1,0.63,154,2.41,922,16.37,0,0,7,20.59
9/15/2020,FL,Alachua County,County,6657,2623,1748,,,,,,764,1429,765,4009,1790,43,20,17,,,,,,2,1,1,38,1,0.65,102,1.56,935,16.34,2,4.88,9,26.47
9/16/2020,FL,Alachua County,County,6814,2698,1763,,,,,,770,1488,775,4103,1841,43,21,18,,,,,,2,1,1,40,1,0.63,157,2.36,1002,17.24,0,0,9,26.47
9/23/2020,FL,Alachua County,County,7735,3207,1845,,,,,,866,1744,872,4799,1991,50,26,21,,,,,,2,0,1,48,0,0.65,,,921,13.52,,,7,16.28
9/30/2020,FL,Alachua County,County,8293,3748,1929,,,,,,909,1626,982,5331,1899,62,30,24,,,,,,2,0,1,55,0,0.75,,,558,7.21,,,12,24
10/7/2020,FL,Alachua County,County,8642,4120,2003,,,,,,963,1478,1065,5736,1763,66,35,27,,,,,,2,0,1,63,0,0.76,,,349,4.21,,,4,6.45
10/14/2020,FL,Alachua County,County,9133,4452,2084,,,,,,1001,1509,1148,6128,1770,72,40,28,,,,,,2,0,1,69,0,0.79,,,491,5.68,,,6,9.09
10/21/2020,FL,Alachua County,County,9575,4778,2152,,,,,,1041,1516,1208,6504,1775,77,42,30,,,,,,2,0,1,73,0,0.8,,,442,4.84,,,5,6.94
7/8/2020,FL,Bay County,County,880,542,109,,,,,,46,148,142,520,183,5,4,0,,,,,,1,0,1,4,0,0.57,,,,,,,,
7/10/2020,FL,Bay County,County,1027,605,128,,,,,,56,201,152,589,249,5,4,0,,,,,,1,0,1,4,0,0.49,,,,,,,,
7/11/2020,FL,Bay County,County,1107,654,138,,,,,,59,217,328,649,262,11,6,0,,,,,,1,1,1,6,1,0.99,80,7.79,,,6,120,,
7/12/2020,FL,Bay County,County,1193,685,143,,,,,,59,267,159,681,314,11,6,0,,,,,,1,1,1,6,1,0.92,86,7.77,,,0,0,,
7/13/2020,FL,Bay County,County,1322,739,152,,,,,,62,328,161,734,386,11,6,1,,,,,,1,1,1,6,1,0.83,129,10.81,,,0,0,,
7/14/2020,FL,Bay County,County,1430,789,163,,,,,,66,370,166,793,429,11,6,0,,,,,,1,1,1,6,1,0.77,108,8.17,,,0,0,,
7/15/2020,FL,Bay County,County,1523,827,177,,,,,,68,408,169,855,456,11,6,0,,,,,,1,1,1,6,1,0.72,93,6.5,643,73.07,0,0,6,120
7/16/2020,FL,Bay County,County,1602,871,185,,,,,,69,433,172,914,472,11,6,0,,,,,,1,1,1,6,1,0.69,79,5.19,,,0,0,,
7/17/2020,FL,Bay County,County,1737,955,204,,,,,,75,459,175,1017,501,11,6,0,,,,,,1,1,1,6,1,0.63,135,8.43,710,69.13,0,0,6,120
7/18/2020,FL,Bay County,County,1852,1044,211,,,,,,98,447,181,1128,491,11,6,0,,,,,,1,1,1,6,1,0.59,115,6.62,745,67.3,0,0,0,0
7/19/2020,FL,Bay County,County,2000,1095,218,,,,,,110,522,186,1184,575,12,7,0,,,,,,1,1,1,7,1,0.6,148,7.99,807,67.64,1,9.09,1,9.09
7/20/2020,FL,Bay County,County,2105,1121,231,,,,,,111,587,187,1212,651,12,7,0,,,,,,1,1,1,7,1,0.57,105,5.25,783,59.23,0,0,1,9.09
7/21/2020,FL,Bay County,County,2195,1161,235,,,,,,113,631,191,1250,699,14,8,1,,,,,,1,1,1,9,1,0.64,90,4.28,765,53.5,2,16.67,3,27.27
7/22/2020,FL,Bay County,County,2269,1213,246,,,,,,114,640,193,1311,709,16,9,2,,,,,,1,1,1,11,1,0.71,74,3.37,746,48.98,2,14.29,5,45.45
7/23/2020,FL,Bay County,County,2356,1274,260,,,,,,123,641,202,1402,694,17,10,2,,,,,,1,1,1,12,1,0.72,87,3.83,754,47.07,1,6.25,6,54.55
7/24/2020,FL,Bay County,County,2477,1343,274,,,,,,129,673,209,1467,743,17,10,2,,,,,,1,1,1,12,1,0.69,121,5.14,740,42.6,0,0,6,54.55
7/25/2020,FL,Bay County,County,2862,1548,294,,,,,,139,823,274,1551,979,19,11,2,,,,,,1,1,1,13,1,0.66,385,15.54,1010,54.54,2,11.76,8,72.73
7/26/2020,FL,Bay County,County,2972,1627,302,,,,,,143,842,279,1603,1032,19,11,2,,,,,,1,1,1,13,1,0.64,110,3.84,972,48.6,0,0,7,58.33
7/27/2020,FL,Bay County,County,3026,1676,306,,,,,,149,836,284,1652,1031,19,11,2,,,,,,1,1,1,13,1,0.63,54,1.82,921,43.75,0,0,7,58.33
7/28/2020,FL,Bay County,County,3146,1758,327,,,,,,154,848,293,1763,1031,22,12,3,,,,,,2,1,1,16,1,0.7,120,3.97,951,43.33,3,15.79,8,57.14
7/29/2020,FL,Bay County,County,3257,1841,339,,,,,,164,851,298,1873,1024,23,13,3,,,,,,2,1,1,17,1,0.71,111,3.53,988,43.54,1,4.55,7,43.75
7/30/2020,FL,Bay County,County,3357,1917,354,,,,,,170,854,310,1963,1022,25,14,4,,,,,,2,1,1,19,1,0.74,100,3.07,1001,42.49,2,8.7,8,47.06
7/31/2020,FL,Bay County,County,3475,2001,372,,,,,,185,855,314,2064,1035,25,14,4,,,,,,2,1,1,19,1,0.72,118,3.52,998,40.29,0,0,8,47.06
8/1/2020,FL,Bay County,County,3620,2075,387,,,,,,205,891,321,2157,1080,25,14,4,,,,,,2,1,1,19,1,0.69,145,4.17,758,26.48,0,0,6,31.58
8/2/2020,FL,Bay County,County,3673,2109,389,,,,,,224,889,324,2193,1094,25,14,4,,,,,,2,1,1,19,1,0.68,53,1.46,701,23.59,0,0,6,31.58
8/3/2020,FL,Bay County,County,3701,2134,392,,,,,,230,883,328,2239,1072,26,15,4,,,,,,2,1,1,20,1,0.7,28,0.76,675,22.31,1,4,7,36.84
8/4/2020,FL,Bay County,County,3921,2164,401,,,,,,342,949,293,2328,1235,42,25,8,,,,,,3,1,2,33,2,1.07,220,5.94,775,24.63,16,61.54,20,90.91
8/5/2020,FL,Bay County,County,3988,2174,407,,,,,,347,994,292,2387,1243,50,33,7,,,,,,4,1,3,40,2,1.25,67,1.71,731,22.44,8,19.05,27,117.39
8/6/2020,FL,Bay County,County,4077,2229,429,,,,,,367,984,304,2466,1239,50,33,7,,,,,,4,1,3,40,2,1.23,89,2.23,720,21.45,0,0,25,100
8/7/2020,FL,Bay County,County,4194,2257,428,,,,,,396,1045,306,2525,1295,50,33,7,,,,,,4,1,3,40,2,1.19,117,2.87,719,20.69,0,0,25,100
8/8/2020,FL,Bay County,County,4388,2294,433,,,,,,499,1094,309,2583,1428,56,38,8,,,,,,4,1,3,45,3,1.28,194,4.63,768,21.22,6,12,31,124
8/9/2020,FL,Bay County,County,4440,2306,437,,,,,,528,1102,314,2600,1459,56,38,8,,,,,,4,1,3,45,3,1.26,52,1.19,767,20.88,0,0,31,124
8/10/2020,FL,Bay County,County,4447,2309,437,,,,,,538,1095,314,2607,1458,56,38,8,,,,,,4,1,3,45,3,1.26,7,0.16,746,20.16,0,0,30,115.38
8/11/2020,FL,Bay County,County,4523,2364,447,,,,,,541,1102,318,2674,1462,57,39,8,,,,,,4,1,3,46,3,1.26,76,1.71,602,15.35,1,1.79,15,35.71
8/12/2020,FL,Bay County,County,4551,2426,449,,,,,,538,1068,325,2746,1410,57,39,8,,,,,,4,1,3,46,3,1.25,28,0.62,563,14.12,0,0,7,14
8/13/2020,FL,Bay County,County,4644,2497,462,,,,,,538,1074,335,2828,1408,57,39,8,,,,,,4,1,3,46,3,1.23,93,2.04,567,13.91,0,0,7,14
8/14/2020,FL,Bay County,County,4720,2522,465,,,,,,557,1102,338,2868,1440,66,47,8,,,,,,4,2,3,54,4,1.4,76,1.64,526,12.54,9,15.79,16,32
8/15/2020,FL,Bay County,County,4787,2572,473,,,,,,583,1083,339,2928,1444,69,50,8,,,,,,4,2,3,57,4,1.44,67,1.42,399,9.09,3,4.55,13,23.21
8/16/2020,FL,Bay County,County,4821,2587,475,,,,,,602,1081,339,2935,1471,69,50,8,,,,,,4,2,3,57,4,1.43,34,0.71,381,8.58,0,0,13,23.21
8/17/2020,FL,Bay County,County,4836,2593,480,,,,,,604,1082,341,2945,1473,69,50,8,,,,,,4,2,3,57,4,1.43,15,0.31,389,8.75,0,0,13,23.21
8/18/2020,FL,Bay County,County,4886,2636,488,,,,,,608,1076,349,2997,1462,72,51,10,,,,,,4,2,3,60,4,1.47,50,1.03,363,8.03,3,4.35,15,26.32
8/19/2020,FL,Bay County,County,4938,2686,497,,,,,,607,1070,352,3053,1455,72,51,10,,,,,,4,2,3,60,4,1.46,52,1.06,387,8.5,0,0,15,26.32
8/20/2020,FL,Bay County,County,5003,2722,502,,,,,,644,1056,358,3116,1450,74,53,10,,,,,,4,2,3,62,4,1.48,65,1.32,359,7.73,2,2.78,17,29.82
8/21/2020,FL,Bay County,County,5058,2762,505,,,,,,650,1062,365,3159,1455,74,53,10,,,,,,4,2,3,62,4,1.46,55,1.1,338,7.16,0,0,8,12.12
8/22/2020,FL,Bay County,County,5120,2806,516,,,,,,661,1057,369,3208,1463,76,53,12,,,,,,4,2,3,64,4,1.48,62,1.23,333,6.96,2,2.7,7,10.14
8/23/2020,FL,Bay County,County,5144,2814,518,,,,,,671,1061,369,3225,1470,76,53,12,,,,,,4,2,3,64,4,1.48,24,0.47,323,6.7,0,0,7,10.14
8/24/2020,FL,Bay County,County,5181,2827,518,,,,,,686,1070,370,3244,1487,76,53,12,,,,,,4,2,3,64,4,1.47,37,0.72,345,7.13,0,0,7,10.14
8/25/2020,FL,Bay County,County,5195,2860,525,,,,,,644,1085,376,3284,1454,79,56,12,,,,,,4,2,3,67,4,1.52,14,0.27,309,6.32,3,3.95,7,9.72
8/26/2020,FL,Bay County,County,5237,2897,527,,,,,,655,1077,383,3334,1439,81,57,12,,,,,,4,3,3,68,5,1.55,42,0.81,299,6.06,2,2.53,9,12.5
8/27/2020,FL,Bay County,County,5289,2937,531,,,,,,656,1084,386,3371,1451,82,58,12,,,,,,4,3,3,69,5,1.55,52,0.99,286,5.72,1,1.23,8,10.81
8/28/2020,FL,Bay County,County,5315,2948,538,,,,,,662,1086,391,3399,1444,83,58,12,,,,,,4,4,3,69,6,1.56,26,0.49,257,5.08,1,1.22,9,12.16
8/29/2020,FL,Bay County,County,5341,2970,540,,,,,,674,1074,393,3433,1432,83,58,12,,,,,,4,4,3,69,6,1.55,26,0.49,221,4.32,0,0,7,9.21
8/30/2020,FL,Bay County,County,5355,2985,542,,,,,,675,1070,393,3444,1435,83,58,12,,,,,,4,4,3,69,6,1.55,14,0.26,211,4.1,0,0,7,9.21
8/31/2020,FL,Bay County,County,5363,2987,542,,,,,,674,1077,393,3448,1439,83,58,12,,,,,,4,4,3,69,6,1.55,8,0.15,182,3.51,0,0,7,9.21
9/1/2020,FL,Bay County,County,5399,3009,549,,,,,,678,1079,397,3479,1439,84,59,12,,,,,,4,4,3,70,6,1.56,36,0.67,204,3.93,1,1.2,5,6.33
9/2/2020,FL,Bay County,County,5417,3022,549,,,,,,688,1074,399,3502,1432,87,60,14,,,,,,4,4,3,73,6,1.61,18,0.33,180,3.44,3,3.57,6,7.41
9/3/2020,FL,Bay County,County,5455,3046,553,,,,,,701,1070,400,3538,1432,89,60,14,,,,,,4,4,3,73,6,1.63,38,0.7,166,3.14,2,2.3,7,8.54
9/4/2020,FL,Bay County,County,5473,3054,555,,,,,,706,1071,402,3551,1433,89,61,15,,,,,,4,4,3,75,6,1.63,18,0.33,158,2.97,0,0,6,7.23
9/5/2020,FL,Bay County,County,5491,3065,556,,,,,,712,1072,406,3569,1430,90,61,15,,,,,,4,4,3,75,6,1.64,18,0.33,150,2.81,1,1.12,7,8.43
9/6/2020,FL,Bay County,County,5510,3072,557,,,,,,719,1076,410,3576,1438,91,61,15,,,,,,5,4,3,76,6,1.65,19,0.35,155,2.89,1,1.11,8,9.64
9/7/2020,FL,Bay County,County,5522,3080,560,,,,,,720,1076,408,3586,1442,91,61,16,,,,,,5,4,3,77,6,1.65,12,0.22,159,2.96,0,0,8,9.64
9/8/2020,FL,Bay County,County,5534,3089,561,,,,,,723,1075,410,3599,1439,91,61,16,,,,,,5,4,3,77,6,1.64,12,0.22,135,2.5,0,0,7,8.33
9/9/2020,FL,Bay County,County,5557,3108,563,,,,,,723,1076,413,3616,1441,92,62,16,,,,,,5,4,3,78,6,1.66,23,0.42,140,2.58,1,1.1,5,5.75
9/10/2020,FL,Bay County,County,5583,3127,570,,,,,,733,1066,415,3641,1440,92,62,16,,,,,,5,4,3,78,6,1.65,26,0.47,128,2.35,0,0,3,3.37
9/11/2020,FL,Bay County,County,5622,3132,574,,,,,,753,1074,420,3660,1453,95,64,16,,,,,,6,4,3,80,7,1.69,39,0.7,149,2.72,3,3.26,6,6.74
9/12/2020,FL,Bay County,County,5659,3155,576,,,,,,761,1080,425,3683,1464,96,64,17,,,,,,6,4,3,80,8,1.7,37,0.66,168,3.06,1,1.05,6,6.67
9/13/2020,FL,Bay County,County,5682,3163,576,,,,,,776,1080,428,3694,1473,96,64,17,,,,,,6,4,3,80,8,1.69,23,0.41,172,3.12,0,0,5,5.49
9/14/2020,FL,Bay County,County,5693,3166,578,,,,,,782,1080,429,3698,1479,96,64,17,,,,,,6,4,3,80,8,1.69,11,0.19,171,3.1,0,0,5,5.49
9/15/2020,FL,Bay County,County,5719,3200,584,,,,,,766,1082,434,3741,1457,98,64,17,,,,,,6,4,3,80,8,1.71,26,0.46,185,3.34,2,2.08,7,7.69
9/16/2020,FL,Bay County,County,5732,3212,587,,,,,,765,1080,434,3749,1461,98,66,17,,,,,,6,4,3,82,8,1.71,13,0.23,175,3.15,0,0,6,6.52
9/23/2020,FL,Bay County,County,5924,3345,591,,,,,,798,1094,451,3902,1475,106,71,19,,,,,,6,5,3,87,11,1.79,,,192,3.35,,,8,8.16
9/30/2020,FL,Bay County,County,6124,3464,616,,,,,,825,1103,470,4052,1486,113,74,19,,,,,,7,5,3,90,12,1.85,,,200,3.38,,,7,6.6
10/7/2020,FL,Bay County,County,6227,3519,623,,,,,,854,1105,475,4141,1485,119,82,19,,,,,,8,5,4,98,12,1.91,,,103,1.68,,,6,5.31
10/14/2020,FL,Bay County,County,6366,3615,636,,,,,,861,1107,485,4250,1484,128,89,20,,,,,,8,5,4,106,12,2.01,,,139,2.23,,,9,7.56
10/21/2020,FL,Bay County,County,6479,3696,636,,,,,,864,1117,494,4333,1486,137,97,22,,,,,,8,5,5,115,12,2.11,,,113,1.78,,,9,7.03
7/8/2020,FL,Duval County,County,10439,2741,2850,,,,,,915,3802,983,4885,4440,73,36,28,,,,,,5,1,3,65,2,0.7,604,6.14,3959,61.1,0,0,3,4.29
7/11/2020,FL,Duval County,County,12287,3167,3609,,,,,,1094,4267,1111,5865,5161,79,39,29,,,,,,7,1,3,71,2,0.64,515,4.37,3673,42.64,2,2.6,8,11.27
7/12/2020,FL,Duval County,County,12864,3244,3842,,,,,,1130,4493,1157,6063,5489,84,41,32,,,,,,7,1,3,76,2,0.65,577,4.7,3718,40.65,5,6.33,13,18.31
7/13/2020,FL,Duval County,County,13370,3317,3957,,,,,,1167,4772,1173,6262,5778,87,43,32,,,,,,7,2,3,77,4,0.65,506,3.93,3883,40.93,3,3.57,16,22.54
7/14/2020,FL,Duval County,County,13724,3414,4098,,,,,,1215,4835,1199,6490,5873,91,44,34,,,,,,7,2,3,80,4,0.66,354,2.65,3889,39.54,4,4.6,18,24.66
7/15/2020,FL,Duval County,County,14152,3557,4314,,,,,,1266,4850,1246,6755,5986,93,46,35,,,,,,7,1,3,83,3,0.66,428,3.12,3713,35.57,2,2.2,20,27.4
7/16/2020,FL,Duval County,County,14992,3729,4606,,,,,,1297,5188,1278,7046,6496,93,46,35,,,,,,7,1,3,83,3,0.62,840,5.94,3964,35.94,0,0,16,20.78
7/17/2020,FL,Duval County,County,15641,3856,4820,,,,,,1382,5402,1311,7299,6850,97,47,38,,,,,,7,1,3,87,3,0.62,649,4.33,3869,32.87,4,4.3,20,25.97
7/18/2020,FL,Duval County,County,15903,3930,4940,,,,,,1423,5428,1333,7487,6901,97,47,38,,,,,,7,1,3,87,3,0.61,262,1.68,3616,29.43,0,0,18,22.78
7/19/2020,FL,Duval County,County,16546,4008,5101,,,,,,1489,5763,1368,7730,7263,98,47,39,,,,,,7,1,3,88,3,0.59,643,4.04,3682,28.62,1,1.03,14,16.67
7/20/2020,FL,Duval County,County,17245,4171,5355,,,,,,1561,5969,1395,7964,7697,102,49,39,,,,,,7,3,3,90,5,0.59,699,4.22,3875,28.98,4,4.08,15,17.24
7/21/2020,FL,Duval County,County,17544,4253,5512,,,,,,1599,5990,1424,8132,7798,109,55,40,,,,,,7,3,3,94,8,0.62,299,1.73,3820,27.83,7,6.86,18,19.78
7/22/2020,FL,Duval County,County,17979,4326,5631,,,,,,1630,6197,1453,8331,8000,112,55,40,,,,,,7,6,3,95,10,0.62,435,2.48,3827,27.04,3,2.75,19,20.43
7/23/2020,FL,Duval County,County,18357,4402,5790,,,,,,1664,6303,1475,8489,8195,117,57,42,,,,,,8,6,3,100,10,0.64,378,2.1,3365,22.45,5,4.46,24,25.81
